lor_nr,lor_name,bezirk,prognoseraum,bezirksregion,wert,rang,schicht,dezwert,kind_wand,arb_los,alg_eins,hartz4,jug_hartz4,grundsich,alt_arm,,fruehtod,raucher_krebs,,,
12103218,Teichstraße,Reinickendorf,Reinickendorf-Ost,Ost,"-0,8052",322,6,"77,2","-8,20","13,09","2,55","10,54","7,08","1,17","5,00",,"0,106","0,050",,,
12103219,Schäfersee,Reinickendorf,Reinickendorf-Ost,Ost,"-0,4668",286,5,"68,6","4,22","12,62","2,71","9,91","7,73","0,86","3,08",,"0,076","0,041",,,
12103220,Humboldtstraße,Reinickendorf,Reinickendorf-Ost,Ost,"-0,2871",264,5,"63,3","-9,55","11,59","2,27","9,32","4,40","0,88","2,95",,"0,110","0,061",,,
12214421,Reinickes Hof,Reinickendorf,Tegel,West 1,"-0,4255",281,5,"67,4","-17,72","13,11","3,28","9,83","3,59","0,83","1,79",,"0,096","0,048",,,
12214422,Klixstr.,Reinickendorf,Tegel,West 1,"-1,5668",382,7,"91,6","-2,05","17,16","2,75","14,41","8,77","1,16","8,47",,"0,082","0,052",,,
12214423,Mellerbogen,Reinickendorf,Tegel,West 1,"-0,0929",237,4,"56,8","5,21","10,85","2,12","8,73","6,26","0,55","3,93",,"0,076","0,043",,,
12214424,Scharnweberstr.,Reinickendorf,Tegel,West 1,"-1,0081",346,6,"83,0","-3,14","15,72","2,87","12,85","8,65","0,85","4,14",,"0,077","0,041",,,
12214125,Waldidyll/Flughafensee,Reinickendorf,Tegel,West 1,"0,8774",97,2,"23,3","-6,28","6,41","2,07","4,34","3,54","0,54","1,63",,"0,094","0,034",,,
12214126,Tegel-Süd,Reinickendorf,Tegel,West 1,"-0,7454",317,6,"76,0","2,30","14,81","2,51","12,30","7,56","1,45","5,01",,"0,076","0,041",,,
12214527,Alt-Tegel,Reinickendorf,Tegel,West 1,"0,6226",122,3,"29,3","-6,43","7,63","2,29","5,34","3,41","0,81","2,46",,"0,059","0,032",,,
12214528,Tegeler Forst,Reinickendorf,Tegel,West 1,x,x,x,x,x,x,x,x,x,x,x,,x,x,,,
12224229,Konradshöhe/Tegelort,Reinickendorf,Heiligensee-Konradshöhe,West 2,"1,3530",44,1,"10,6","4,07","3,88","2,33","1,55","0,68","0,21","0,73",,"0,043","0,038",,,
12224230,Heiligensee,Reinickendorf,Heiligensee-Konradshöhe,West 2,"1,3547",43,1,"10,3","5,09","4,18","2,40","1,78","1,14","0,50","1,15",,"0,050","0,029",,,
12231101,Hermsdorf,Reinickendorf,Frohnau-Hermsdorf,Nord 1,"1,4714",25,1,"6,0","1,69","3,98","2,23","1,75","0,77","0,25","0,94",,"0,045","0,024",,,
12231102,Frohnau,Reinickendorf,Frohnau-Hermsdorf,Nord 1,"1,5332",16,1,"3,8","8,05","3,19","1,94","1,25","0,54","0,49","0,66",,"0,047","0,030",,,
12301203,Wittenau-Süd,Reinickendorf,Waidmannslust,Nord 2,"0,2424",184,4,"44,1","0,00","9,06","2,38","6,68","4,83","0,68","1,70",,"0,070","0,041",,,
12301204,Wittenau-Nord,Reinickendorf,Waidmannslust,Nord 2,"1,2348",52,1,"12,5","1,89","4,76","1,77","2,99","2,54","0,45","1,93",,"0,049","0,026",,,
12301205,Waidmannslust,Reinickendorf,Waidmannslust,Nord 2,"1,1544",60,2,"14,4","5,79","6,02","2,35","3,67","1,81","0,35","0,65",,"0,050","0,037",,,
12301206,Lübars,Reinickendorf,Waidmannslust,Nord 2,"1,2892",48,1,"11,5","2,78","4,70","2,90","1,80","0,85","0,44","1,22",,"0,032","0,026",,,
12302107,Schorfheidestr.,Reinickendorf,Waidmannslust,MV,"0,9994",79,2,"18,9","-2,08","5,37","2,07","3,31","1,78","0,16","0,16",,"0,042","0,039",,,
12302108,Märkisches Zentrum,Reinickendorf,Waidmannslust,MV,"-0,8617",326,6,"78,2","5,07","14,04","2,82","11,22","7,29","1,41","4,07",,"0,065","0,035",,,
12302109,Treuenbrietzener Str.,Reinickendorf,Waidmannslust,MV,"-1,7577",390,7,"93,5","0,39","17,29","2,56","14,73","7,83","1,34","4,54",,"0,110","0,055",,,
12302110,Dannenwalder Weg,Reinickendorf,Waidmannslust,MV,"-0,7560",318,6,"76,3","16,16","13,70","2,55","11,15","7,25","1,00","3,84",,"0,072","0,034",,,
12302211,Lübarser Straße,Reinickendorf,Waidmannslust,MV,"0,5880",125,3,"30,0","3,74","7,76","2,37","5,39","3,69","0,45","2,61",,"0,065","0,046",,,
12302212,Rollbergesiedlung,Reinickendorf,Waidmannslust,MV,"-0,8918",332,6,"79,6","-5,06","13,17","2,55","10,62","6,06","1,55","5,90",,"0,091","0,040",,,
12304313,Borsigwalde,Reinickendorf,Waidmannslust,West 3,"0,1897",192,4,"46,0","-0,42","9,66","2,56","7,09","4,54","0,55","2,74",,"0,077","0,042",,,
12304314,Ziekowstraße/Freie Scholle,Reinickendorf,Waidmannslust,West 3,"0,8964",93,2,"22,3","0,89","7,45","2,37","5,08","2,46","0,62","1,86",,"0,059","0,027",,,
